Molecular Weight,XLogP3-AA,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Rotational bond count,Topological surface area,Heavy atom count,Complexity,LogS,DOSE,Weight(mg),Bulk Density,Tapped Density,Carrs Compressibility Index,Hausner Ratio,Angle of Repose,Thickness,Wetting time,Microcrystalline Cellulose,Mannitol,Magnesium Stearate,Talc,Sodium croscarmellose,Aspartame,Hydroxypropyl Cellulose (HPC),Gum,Chitosan,Sodium saccharin,Sodium lauryl sulfate(SLS),Sodium stearyl fumarate ,Polyvinylpyrrolidone (Crospovidone),Sodium starch glycolate,polyvinyl acetate,Lactose,Colloidal silicon dioxide (Aerosil),Citric acid,Menthol,B-cyclodextrin,Stevia leaf Powder ,Clove oil ,Starch,sodium bicarbonate (NaHCO3),Plantago ovata,Pharmaburst,parteck,Polyethylene Glycol,Eudragit EPO,Precirol,acesulfame potassium,Polacrilin Potassium,Acryflow-L,Indion,Lubritose,Sucralose,Silicon dioxide,Neotame,Sucrose,Ocimum sanctum seed powder,Agar,Calcium carbonate,Sodium Saccharine ,Prosolv ODT,Cellactose,Quinoline yellow lake,Aerosol,Sodium behenate,dibasic calcium phosphate,Mucilage powder,GNSP,Ludipress,Kaolin,Methyl paraben,Camphor,CPE,HARDNESS,FRIABILITY,Drug content,Water absorption ratio,DISINTEGRATION_TIME
419.9,2.51,2,8,4,141,26,463,-3.6,75,300,0.42,0.46,10,1.13,30.4,0,0,105,105,3,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0.76,102.1,0,22
419.9,2.51,2,8,4,141,26,463,-3.6,75,300,0.41,0.46,11.48,1.13,31,0,0,100.5,100.5,3,0,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0.79,103.2,0,17
419.9,2.51,2,8,4,141,26,463,-3.6,75,300,0.39,0.43,9.4,1.1,31.8,0,0,93,93,3,0,0,6,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0.88,101.3,0,17
151.16,0.5,2,2,1,49.3,11,139,-1.06,325,500,0.4545,0.5882,22.73,1.29,31.42,0,36,133,0,2,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.86,0,96.2,33
151.16,0.5,2,2,1,49.3,11,139,-1.06,325,500,0.4761,0.625,23.82,1.31,29.72,0,38,113,0,2,0,40,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0.43,0,98.2,35
151.16,0.5,2,2,1,49.3,11,139,-1.06,325,500,0.4545,0.5555,18.18,1.22,30.12,0,42,113,0,2,0,20,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.76,0,98.6,24
151.16,0.5,2,2,1,49.3,11,139,-1.06,325,500,0.4347,0.5555,21.74,1.27,32.12,0,55,133,0,2,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0.92,0,87.7,42.33
151.16,0.5,2,2,1,49.3,11,139,-1.06,325,500,0.4166,0.5263,20.84,1.26,30.12,0,56,113,0,2,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.95,0,98,29
151.16,0.5,2,2,1,49.3,11,139,-1.06,325,500,0.4347,0.5555,21.74,1.27,31.21,0,55,113,0,2,0,0,0,0,0,0,0,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.86,0,91.8,37
151.16,0.5,2,2,1,49.3,11,139,-1.06,325,500,0.4787,0.588,22.75,1.23,32.12,0,57,133,0,2,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0.78,0,95.9,51
151.16,0.5,2,2,1,49.3,11,139,-1.06,325,500,0.4882,0.6325,23.7,1.29,28.86,0,52,113,0,2,0,40,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.69,0,99.7,52.33
299.83,2.37,2,3,4,32.7,20,282,-2.58,50,150,0.52,0.55,15.45,1.057,25.98,0,10,0,81.25,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.21,99.45,103.2,13
299.83,2.37,2,3,4,32.7,20,282,-2.58,50,150,0.43,0.49,12.24,1.14,26.75,0,13,0,83.75,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.38,99.35,98.6,15
299.83,2.37,2,3,4,32.7,20,282,-2.58,50,150,0.45,0.55,18.18,1.22,26.36,0,14,0,61.25,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0.115,98.69,97.2,16
299.83,2.37,2,3,4,32.7,20,282,-2.58,50,150,0.46,0.53,13.2,1.15,29.64,0,16,0,73.75,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.41,101.21,92.7,19
299.83,2.37,2,3,4,32.7,20,282,-2.58,50,150,0.53,0.62,16.12,1.19,28.34,0,19,0,73.75,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.28,99.26,86.5,22
299.83,2.37,2,3,4,32.7,20,282,-2.58,50,150,0.48,0.56,14.28,1.19,27.56,0,25,0,76.25,1,0,0,0,0,0,0,0,0,0,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.61,99.62,76.3,27
299.83,2.37,2,3,4,32.7,20,282,-2.58,50,150,0.469,0.561,16.39,1.19,31.24,0,27,0,78.75,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.44,99.79,69.4,29
299.83,2.37,2,3,4,32.7,20,282,-2.58,50,150,0.45,0.55,1.18,1.22,30.98,0,21,0,74.75,1,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0.26,98.95,92.6,24
299.83,2.37,2,3,4,32.7,20,282,-2.58,50,150,0.48,0.637,24.6,1.19,26.64,0,11,0,68.75,1,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.46,99.48,100.8,11
1001.1,2.4,4,20,18,304,67,761,-4.63,20,200,0.751,0.873,15.75,1.16,26.4,2.7,96,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.655,0,1.1,77
1001.1,2.4,4,20,18,304,67,761,-4.63,20,200,0.765,0.89,16.5,1.16,24.6,2.63,88,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,153,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0.564,0,1.25,67
1001.1,2.4,4,20,18,304,67,761,-4.63,20,200,0.76,0.877,14.7,1.15,23.5,2.66,83,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,148,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.345,0,1.35,64
1001.1,2.4,4,20,18,304,67,761,-4.63,20,200,0.741,0.868,16.59,1.17,25.4,2.76,76,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,143,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0.564,0,1.4,59
1001.1,2.4,4,20,18,304,67,761,-4.63,20,200,0.774,0.891,15.8,1.15,24.6,2.85,71,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,138,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0.472,0,1.5,55
1001.1,2.4,4,20,18,304,67,761,-4.63,20,200,0.755,0.873,15.74,1.15,23.5,2.76,99,0,0,3,3,0,0,0,0,0,4,0,0,0,8,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.489,0,1,83
1001.1,2.4,4,20,18,304,67,761,-4.63,20,200,0.745,0.877,15.9,1.17,25.5,2.75,93,0,0,3,3,0,0,0,0,0,4,0,0,0,8,0,153,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.645,0,1.15,73
1001.1,2.4,4,20,18,304,67,761,-4.63,20,200,0.74,0.875,16.58,1.18,26.6,2.53,87,0,0,3,3,0,0,0,0,0,4,0,0,0,8,0,148,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0.467,0,1.3,69
1001.1,2.4,4,20,18,304,67,761,-4.63,20,200,0.742,0.86,16.2,1.15,24.8,3.07,80,0,0,3,3,0,0,0,0,0,4,0,0,0,8,0,143,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0.587,0,1.25,65
1001.1,2.4,4,20,18,304,67,761,-4.63,20,200,0.761,0.895,15.68,1.17,26.6,2.87,77,0,0,3,3,0,0,0,0,0,4,0,0,0,8,0,138,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.618,0,1.4,61
1001.1,2.4,4,20,18,304,67,761,-4.63,20,200,0.738,0.861,15.8,1.16,25.6,2.75,49,0,0,3,3,0,0,0,0,0,4,0,0,0,8,0,130,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.594,0,1.8,37
1001.1,2.4,4,20,18,304,67,761,-4.63,20,200,0.746,0.872,17.6,1.16,23.1,2.92,57,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,134,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0.486,0,1.75,41
1001.1,2.4,4,20,18,304,67,761,-4.63,20,200,0.734,0.879,16.75,1.19,24.7,2.54,63,0,0,3,3,0,0,0,0,0,4,0,0,0,12,0,134,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.564,0,1.7,47
1001.1,2.4,4,20,18,304,67,761,-4.63,20,200,0.728,0.862,15.5,1.18,26.3,2.69,43,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,130,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0.476,0,2,31
1001.1,2.4,4,20,18,304,67,761,-4.63,20,200,0.741,0.873,16.86,1.17,25.7,2.94,56,0,0,3,3,0,0,0,0,0,4,0,0,0,16,0,130,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.602,0,1.75,42
461.5,6.3,1,4,7,35.6,34,632,-7.2,1,200,0.48,0.58,17.241,1.208,27.47,2.97,15.5,12,171,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0.55,98.43,0,8.3
461.5,6.3,1,4,7,35.6,34,632,-7.2,1,200,0.47,0.57,17.544,1.213,24.7,2.92,15.4,17,166,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0.56,97.37,0,9.4
461.5,6.3,1,4,7,35.6,34,632,-7.2,1,200,0.46,0.57,19.298,1.239,26.59,2.93,14.5,23,160,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0.4,99.1,0,7.63
461.5,6.3,1,4,7,35.6,34,632,-7.2,1,200,0.49,0.59,16.949,1.204,26.54,2.98,16.8,12,168,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0.51,98.9,0,8.6
461.5,6.3,1,4,7,35.6,34,632,-7.2,1,200,0.47,0.6,21.667,1.277,25.64,2.96,17.3,17,163,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0.85,98.33,0,10.48
461.5,6.3,1,4,7,35.6,34,632,-7.2,1,200,0.47,0.59,20.339,1.255,25.41,2.87,16.6,23,157,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14,0.6,98.33,0,9.36
461.5,6.3,1,4,7,35.6,34,632,-7.2,1,200,0.45,0.57,21.053,1.267,24.7,2.92,17.3,12,165,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0.66,96.1,0,9.7
461.5,6.3,1,4,7,35.6,34,632,-7.2,1,200,0.47,0.59,20.339,1.255,25.61,2.93,20.9,17,160,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0.72,97.57,0,10.8
461.5,6.3,1,4,7,35.6,34,632,-7.2,1,200,0.46,0.56,17.857,1.217,23.79,2.9,21.2,23,154,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16,0.65,97.23,0,10.9
391.5,1.44,2,5,6,87,29,412,-2.69,10,150,0.37,0.41,10.15,1.11,31.4,3.2,62,126.5,0,1.5,0,0,1.5,0,0,0,0,0,0,3,0,0,0,1.5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,0.57,0,78.12,56
391.5,1.44,2,5,6,87,29,412,-2.69,10,150,0.32,0.35,9.1,1.1,31,2.9,59,123.5,0,1.5,0,0,1.5,0,0,0,0,0,0,6,0,0,0,1.5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.68,0,80.25,54
391.5,1.44,2,5,6,87,29,412,-2.69,10,150,0.34,0.37,7.94,1.08,30.6,3,51,120.5,0,1.5,0,0,1.5,0,0,0,0,0,0,9,0,0,0,1.5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0.81,0,82.34,48
391.5,1.44,2,5,6,87,29,412,-2.69,10,150,0.36,0.39,6.63,1.07,30.1,3.1,49,123.5,0,1.5,0,0,1.5,0,0,0,0,0,0,3,0,0,0,1.5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0.93,0,85.74,45
391.5,1.44,2,5,6,87,29,412,-2.69,10,150,0.33,0.36,9.53,1.1,30.3,3.1,44,120.5,0,1.5,0,0,1.5,0,0,0,0,0,0,6,0,0,0,1.5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0.96,0,86.64,41
391.5,1.44,2,5,6,87,29,412,-2.69,10,150,0.35,0.39,9.53,1.1,29.4,3.2,41,117.5,0,1.5,0,0,1.5,0,0,0,0,0,0,9,0,0,0,1.5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.72,0,88.57,37
391.5,1.44,2,5,6,87,29,412,-2.69,10,150,0.36,0.39,7.08,1.07,29,2.9,40,120.5,0,1.5,0,0,1.5,0,0,0,0,0,0,3,0,0,0,1.5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0.44,0,90.47,32
391.5,1.44,2,5,6,87,29,412,-2.69,10,150,0.37,0.43,14.75,1.17,29.4,3.3,30,117.5,0,1.5,0,0,1.5,0,0,0,0,0,0,6,0,0,0,1.5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.8,0,93,27
391.5,1.44,2,5,6,87,29,412,-2.69,10,150,0.34,0.37,7.94,1.08,28.9,3.4,33,114.5,0,1.5,0,0,1.5,0,0,0,0,0,0,9,0,0,0,1.5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.66,0,91,30
608.2,7.86,1,5,12,98.6,42,898,-9.01,5.2,150,0,0,0,0,0,3.79,0,48.8,70,2,0,0,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.54,0.06,0,0,40
608.2,7.86,1,5,12,98.6,42,898,-9.01,5.2,150,0,0,0,0,0,3.78,0,116.8,0,2,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.77,9.77,0,0,10
608.2,7.86,1,5,12,98.6,42,898,-9.01,5.2,120.002,0,0,0,0,0,3.07,0,92.41,0,1.596,0,0,1.596,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,12.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.35,0.04,0,0,8
608.2,7.86,1,5,12,98.6,42,898,-9.01,5.2,170.002,0,0,0,0,0,3.79,0,133.08,0,2.261,0,0,2.261,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,18.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.85,0.17,0,0,35
608.2,7.86,1,5,12,98.6,42,898,-9.01,5.2,149.995,0,0,0,0,0,3.74,0,122.79,0,2,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.28,0.08,0,0,22
608.2,7.86,1,5,12,98.6,42,898,-9.01,5.2,149.995,0,0,0,0,0,3.75,0,110.79,0,2,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.79,0.12,0,0,5
608.2,7.86,1,5,12,98.6,42,898,-9.01,5.2,150,0,0,0,0,0,3.77,0,119.8,0,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45,0.06,0,0,14
608.2,7.86,1,5,12,98.6,42,898,-9.01,5.2,150,0,0,0,0,0,3.74,0,113.8,0,2,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94,0.05,0,0,10
239.31,0.3,4,4,5,72.7,17,227,-1.88,4,200,0.55,0.62,11.29,1.13,11.32,3.33,64.28,50,105,4,4,22.5,0,0,0,0,8,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0.8,0,0,31.92
239.31,0.3,4,4,5,72.7,17,227,-1.88,4,200,0.66,0.71,7.04,1.08,9.68,3.33,58.33,50,105,4,4,18.75,0,0,0,0,8,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0.64,0,0,25.65
239.31,0.3,4,4,5,72.7,17,227,-1.88,4,200,0.67,0.72,6.94,1.07,10.2,3.3,52.32,50,105,4,4,12.5,0,0,0,0,8,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0.92,0,0,19.28
239.31,0.3,4,4,5,72.7,17,227,-1.88,4,200,0.65,0.73,10.95,1.12,12.8,3.4,65.4,50,105,4,4,6.25,0,0,0,0,8,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0.76,0,0,24.37
239.31,0.3,4,4,5,72.7,17,227,-1.88,4,200,0.64,0.72,11.11,1.16,8.8,3.3,58.82,50,105,4,4,2.5,0,0,0,0,8,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0.48,0,0,26.92
239.31,0.3,4,4,5,72.7,17,227,-1.88,4,200,0.59,0.75,21.33,1.27,13.2,3.3,58.13,50,105,4,4,0,0,0,0,0,8,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0.77,0,0,27.67
239.31,0.3,4,4,5,72.7,17,227,-1.88,4,200,0.62,0.74,16.21,1.19,14.6,3.31,63.66,50,105,4,4,0,0,0,0,0,8,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0.81,0,0,28.82
239.31,0.3,4,4,5,72.7,17,227,-1.88,4,200,0.69,0.72,4.16,1.04,11.1,3.1,66.24,50,105,4,4,0,0,0,0,0,8,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.96,0,0,32.39
239.31,0.3,4,4,5,72.7,17,227,-1.88,4,200,0.66,0.73,9.68,1.11,12.2,3.2,59.29,50,105,4,4,0,0,0,0,0,8,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0.39,0,0,29.61
239.31,0.3,4,4,5,72.7,17,227,-1.88,4,200,0.68,0.74,8.1,1.08,16.7,3.3,43.28,50,105,4,4,0,0,0,0,0,8,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0.56,0,0,22.6
