Molecular Weight,XLogP3-AA,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Rotational bond count,Topological surface area,Heavy atom count,Complexity,LogS,DOSE,Weight(mg),Bulk Density,Tapped Density,Carrs Compressibility Index,Hausner Ratio,Angle of Repose,Thickness,Wetting time,Microcrystalline Cellulose,Mannitol,Magnesium Stearate,Talc,Sodium croscarmellose,Aspartame,Hydroxypropyl Cellulose (HPC),Gum,Chitosan,Sodium saccharin,Sodium lauryl sulfate(SLS),Sodium stearyl fumarate ,Polyvinylpyrrolidone (Crospovidone),Sodium starch glycolate,polyvinyl acetate,Lactose,Colloidal silicon dioxide (Aerosil),Citric acid,Menthol,B-cyclodextrin,Stevia leaf Powder ,Clove oil ,Starch,sodium bicarbonate (NaHCO3),Plantago ovata,Pharmaburst,parteck,Polyethylene Glycol,Eudragit EPO,Precirol,acesulfame potassium,Polacrilin Potassium,Acryflow-L,Indion,Lubritose,Sucralose,Silicon dioxide,Neotame,Sucrose,Ocimum sanctum seed powder,Agar,Calcium carbonate,Sodium Saccharine ,Prosolv ODT,Cellactose,Quinoline yellow lake,Aerosol,Sodium behenate,dibasic calcium phosphate,Mucilage powder,GNSP,Ludipress,Kaolin,Methyl paraben,Camphor,CPE,HARDNESS,FRIABILITY,Drug content,Water absorption ratio,DISINTEGRATION_TIME
287.36,2.2,2,3,5,57.4,21,375,-2.09,5,130,0.362,0.485,25.36,1.33,40.61,3.65,0,18.3,0,1.5,0,0,2,0,0,0,0,0,0,5.2,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,1.22,0,0,71
287.36,2.2,2,3,5,57.4,21,375,-2.09,5,130,0.38,0.53,28.3,1.39,48.42,3.69,0,17,0,1.5,0,0,2,0,0,0,0,0,0,6.5,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.5,0,0,65
287.36,2.2,2,3,5,57.4,21,375,-2.09,5,130,0.371,0.493,24.74,1.32,37.41,3.68,0,19.6,0,1.5,0,3.9,2,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0.78,0,0,59
287.36,2.2,2,3,5,57.4,21,375,-2.09,5,130,0.36,0.462,22.07,1.66,33.92,3.72,0,18.3,0,1.5,0,5.2,2,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0.9,0,0,54
287.36,2.2,2,3,5,57.4,21,375,-2.09,5,130,0.419,0.477,12.26,1.14,24.28,3.66,0,17,0,1.5,0,6.5,2,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1.75,0,0,50
287.36,2.2,2,3,5,57.4,21,375,-2.09,5,130,0.417,0.471,11.49,1.13,22.32,3.65,0,19.6,0,1.5,0,0,2,0,0,0,0,0,0,0,3.9,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.32,0,0,30
287.36,2.2,2,3,5,57.4,21,375,-2.09,5,130,0.416,0.475,12.44,1.13,25.54,3.72,0,18.3,0,1.5,0,0,2,0,0,0,0,0,0,0,5.2,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0.45,0,0,25
287.36,2.2,2,3,5,57.4,21,375,-2.09,5,130,0.428,0.456,18.22,1.25,24.56,3.7,0,17,0,1.5,0,0,2,0,0,0,0,0,0,0,6.5,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.68,0,0,21
354.2,4.3,2,5,7,75.6,23,411,-4.76,100,440,0,0,0,0,0,0,0,0,0,8.8,8.8,0,0,0,8.8,0,0,0,0,0,0,0,291.6,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0.48,98.64,0,44
354.2,4.3,2,5,7,75.6,23,411,-4.76,100,440,0,0,0,0,0,0,0,0,0,8.8,8.8,0,0,0,8.8,0,0,0,0,0,0,0,291.6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0.62,99.18,0,91
354.2,4.3,2,5,7,75.6,23,411,-4.76,100,440,0,0,0,0,0,0,0,0,0,8.8,8.8,0,0,0,8.8,0,0,0,0,0,0,0,291.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0.52,98.74,0,51
354.2,4.3,2,5,7,75.6,23,411,-4.76,100,440,0,0,0,0,0,0,0,22,0,8.8,8.8,0,0,0,8.8,0,0,0,0,0,0,0,291.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0.58,99.21,0,148
474.4,4.56,3,12,7,96.9,32,531,-5.23,100,250,0.4158,0.483,13.92,1.1618,27.18,3,30,122.5,0,3.75,3.75,16.875,0,0,0,0,1.25,0,0,1.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.54,99.29,0,20
474.4,4.56,3,12,7,96.9,32,531,-5.23,100,250,0.4276,0.4807,11.04,1.1242,28.57,3.2,31,122.5,0,3.75,3.75,15,0,0,0,0,1.25,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.64,99.46,0,15
474.4,4.56,3,12,7,96.9,32,531,-5.23,100,250,0.4045,0.4691,13.75,1.1595,29.42,3.5,31,122.5,0,3.75,3.75,14.06,0,0,0,0,1.25,0,0,4.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0.59,99.66,0,15
474.4,4.56,3,12,7,96.9,32,531,-5.23,100,250,0.4035,0.472,14.52,1.1699,28.37,3.1,35,122.5,0,3.75,3.75,9.375,0,0,0,0,1.25,0,0,9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0.56,99.23,0,20
474.4,4.56,3,12,7,96.9,32,531,-5.23,100,250,0.427,0.4676,8.682,1.0951,28.29,3.5,30,122.5,0,3.75,3.75,4.69,0,0,0,0,1.25,0,0,14.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.79,99.49,0,25
474.4,4.56,3,12,7,96.9,32,531,-5.23,100,250,0.3973,0.4633,14.23,1.166,29.19,3.3,35,122.5,0,3.75,3.75,3.75,0,0,0,0,1.25,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.54,99.72,0,25
474.4,4.56,3,12,7,96.9,32,531,-5.23,100,250,0.4106,0.4858,15.46,1.183,28.21,3.4,40,122.5,0,3.75,3.75,1.875,0,0,0,0,1.25,0,0,16.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0.77,99.76,0,30
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,20,77.8,10,1,2,0,0,0,0,0,0.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.65,98.63,71.6,180
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,18,75.8,10,1,2,0,0,0,0,0,0.2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.63,99.31,74.3,60
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,16,73.8,10,1,2,0,0,0,0,0,0.2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.61,98.63,76.5,60
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,11,71.8,10,1,2,0,0,0,0,0,0.2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.62,98.97,78.6,50
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,22,77.8,10,1,2,2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.82,99.22,70.2,58
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,20,75.8,10,1,2,4,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.61,100.01,71.6,63
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,18,73.8,10,1,2,6,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.63,99.87,74.3,35
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,14,71.8,10,1,2,8,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.61,99.12,76.1,80
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,15,77.8,10,1,2,0,0,0,0,0,0.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.62,99.98,74.6,140
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,18,75.8,10,1,2,0,0,0,0,0,0.2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.48,95.8,75.3,170
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,21,73.8,10,1,2,0,0,0,0,0,0.2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.56,97.65,76.2,50
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,15,71.8,10,1,2,0,0,0,0,0,0.2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.54,98.25,74.3,60
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,17,69.8,10,1,2,0,0,0,0,0,0.2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.67,97.51,77.8,80
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,18,67.8,10,1,2,0,0,0,0,0,0.2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.65,98.32,79.8,120
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,22,65.8,10,1,2,0,0,0,0,0,0.2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0.64,98.65,81.5,150
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,15,69.8,10,1,2,10,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.63,97.51,78.2,90
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,14,67.8,10,1,2,12,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.61,98.32,74.5,55
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,16,65.8,10,1,2,14,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.62,98.65,70.1,40
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,20,69.8,10,1,2,0,0,0,0,0,0.2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.58,95.65,76.2,50
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,13,67.8,10,1,2,0,0,0,0,0,0.2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.59,97.56,77.3,30
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,18,65.8,10,1,2,0,0,0,0,0,0.2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.56,98.56,76.4,35
548.6,1.41,8,10,8,243,37,267,-1.91,5,100,0,0,0,0,0,0,15,73.8,10,1,2,2,0,0,0,0,0.2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.56,99.45,71.1,44
287.36,2.2,2,3,5,57.4,21,375,-2.09,5,100,0.514,0.57,9.82,1.1,21.21,0.63,10,30,55.5,1,0.5,0,0.5,0,2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.31,0,0,34
287.36,2.2,2,3,5,57.4,21,375,-2.09,5,100,0.515,0.542,4.98,1.06,22.23,0.64,11,30,52.5,1,0.5,0,0.5,0,5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.26,0,0,20
287.36,2.2,2,3,5,57.4,21,375,-2.09,5,100,0.507,0.531,4.51,1.05,20.32,0.64,8,30,49.5,1,0.5,0,0.5,0,8,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.86,0,0,18
287.36,2.2,2,3,5,57.4,21,375,-2.09,5,100,0.513,0.557,7.89,1.08,24.69,0.64,10,30,53,1,0.5,0,0.5,0,2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.55,0,0,28
287.36,2.2,2,3,5,57.4,21,375,-2.09,5,100,0.512,0.581,11.87,1.13,23.29,0.63,12,30,50,1,0.5,0,0.5,0,5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.5,0,0,16
287.36,2.2,2,3,5,57.4,21,375,-2.09,5,100,0.509,0.569,10.54,1.11,21.69,0.63,9,30,47,1,0.5,0,0.5,0,8,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.57,0,0,15
287.36,2.2,2,3,5,57.4,21,375,-2.09,5,100,0.518,0.549,5.64,1.12,23.56,0.63,10,30,50.5,1,0.5,0,0.5,0,2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.4,0,0,26
287.36,2.2,2,3,5,57.4,21,375,-2.09,5,100,0.514,0.561,8.37,1.09,22.84,0.64,9,30,47.5,1,0.5,0,0.5,0,5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0.3,0,0,15
287.36,2.2,2,3,5,57.4,21,375,-2.09,5,100,0.511,0.554,7.76,1.08,21.84,0.63,7,30,44.5,1,0.5,0,0.5,0,8,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0.37,0,0,13
319.33,-1,2,7,3,72.9,23,519,-3.73,200,258.495,0.51,0.631,17,1.23,30.64,4.31,170,11.14,0,3.215,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,1,0,0,0,37.85,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,0.33,98.87,32,145
319.33,-1,2,7,3,72.9,23,519,-3.73,200,258.495,0.52,0.601,16,1.08,32.43,4.25,45,11.14,0,3.215,0,5.15,0,0,0,0,0,0,0,0,0,0,0,1.29,0,1,0,0,0,32.7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0.36,98.93,55,22
319.33,-1,2,7,3,72.9,23,519,-3.73,200,258.495,0.53,0.632,15,1.15,34.29,4.26,25,11.14,0,3.215,0,10.3,0,0,0,0,0,0,0,0,0,0,0,1.29,0,1,0,0,0,27.55,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0.35,98.8,59,16
319.33,-1,2,7,3,72.9,23,519,-3.73,200,258.495,0.53,0.643,17,1.16,35.11,4.25,20,11.14,0,3.215,0,15.45,0,0,0,0,0,0,0,0,0,0,0,1.29,0,1,0,0,0,22.4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86,0.35,98.34,74,11
319.33,-1,2,7,3,72.9,23,519,-3.73,200,258.495,0.39,0.406,20,1.03,40.41,4.62,30,11.14,0,3.215,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,1,0,0,0,22.4,0,15.45,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81,0.35,98.37,60,17
319.33,-1,2,7,3,72.9,23,519,-3.73,200,258.495,0.41,0.429,22,1.25,39.55,4.6,21,11.14,0,3.215,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,1,0,0,0,17.25,0,20.6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0.35,98.97,74,13
319.33,-1,2,7,3,72.9,23,519,-3.73,200,258.495,0.41,0.462,21,1.11,41.29,4.54,17,11.14,0,3.215,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,1,0,0,0,12.1,0,25.75,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,0.36,99.36,79,8
466,4.74,1,6,14,57.2,32,494,-5.11,135,300,0.55,0.79,30.37,1.43,32.04,0,55.05,70,83,3,1,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,0.82,98.09,0,43.05
466,4.74,1,6,14,57.2,32,494,-5.11,135,300,0.572,0.812,29.55,1.41,33.3,0,49.5,67,83,3,1,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.075,0.87,98.25,0,39
466,4.74,1,6,14,57.2,32,494,-5.11,135,300,0.562,0.849,33.8,1.51,37.08,0,44.5,64,83,3,1,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0.72,98.71,0,36
466,4.74,1,6,14,57.2,32,494,-5.11,135,300,0.814,0.91,10.54,1.11,24.03,0,51,70,83,3,1,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0.92,97.89,0,42.5
466,4.74,1,6,14,57.2,32,494,-5.11,135,300,0.824,0.915,9.94,1.11,26.02,0,55,67,83,3,1,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.97,98.02,0,44.5
466,4.74,1,6,14,57.2,32,494,-5.11,135,300,0.852,0.932,8.58,1.09,27.8,0,52,64,83,3,1,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,1.5,97.76,0,42
466,4.74,1,6,14,57.2,32,494,-5.11,135,300,0.301,0.326,7.66,1.08,29.2,0,47,70,83,3,1,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,1.45,97.92,0,37.5
466,4.74,1,6,14,57.2,32,494,-5.11,135,300,0.312,0.342,8.77,1.09,30.5,0,49.5,67,83,3,1,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.075,0.76,97.92,0,40.5
466,4.74,1,6,14,57.2,32,494,-5.11,135,300,0.32,0.35,8.57,1.09,31.2,0,46,64,83,3,1,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0.84,98.15,0,38
538.1,5.6,4,5,10,81,38,678,-6.6,30,150,0.766,0.894,14.31,1.16,38.04,2.21,42.67,38,68,2,0,3,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0.52,99.21,0,46.33
538.1,5.6,4,5,10,81,38,678,-6.6,30,150,0.777,0.905,14.21,1.16,35.53,2.23,33.57,36.5,68,2,0,4.5,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0.69,99,0,37.53
538.1,5.6,4,5,10,81,38,678,-6.6,30,150,0.719,0.888,19.05,1.23,36.02,2.2,26.3,35,68,2,0,6,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0.49,99.14,0,29
538.1,5.6,4,5,10,81,38,678,-6.6,30,150,0.733,0.855,14.33,1.16,33.69,2.23,42.27,38,68,2,0,0,7,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0.56,99.13,0,46.67
538.1,5.6,4,5,10,81,38,678,-6.6,30,150,0.695,0.85,18.23,1.22,36.86,2.2,29.31,36.5,68,2,0,0,7,0,0,0,0,0,0,4.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.77,99.42,0,32.28
